Column1,ProceedingsTitle,Proceedings,Vol_Number,Year,persistent_url
72230,"Proceedings of the 15th International Workshop on Neural-Symbolic Learning and Reasoning as part of the 1st International Joint Conference on Learning &amp; Reasoning (IJCLR 2021), Virtual conference, October 25-27, 2021.",CEUR Workshop Proceedings,2986,2021,https://dblp.org/db/conf/nesy/nesy2021.html
72257,"Proceedings of the 3rd Workshop on Artificial Intelligence and Formal Verification, Logic, Automata, and Synthesis hosted by the Twelfth International Symposium on Games, Automata, Logics, and Formal Verification (GandALF 2021), Padua, Italy, September 22, 2021.",CEUR Workshop Proceedings,2987,2021,https://dblp.org/db/conf/gandalf/overlay2021.html
72308,"Proceedings of the Conference on Computational Humanities Research, CHR2021, Amsterdam, The Netherlands, November 17-19, 2021.",CEUR Workshop Proceedings,2989,2021,https://dblp.org/db/conf/chr/chr2021.html
72335,"Proceedings of the International Conference ""Common Digital Space of Scientific Knowledge: Problems &amp; Solutions"" (CDSSK 2020), Moscow, Russia, November 10-12, 2020.",CEUR Workshop Proceedings,2990,2021,https://dblp.org/db/conf/cdssk/cdssk2020.html
72362,"Joint Proceedings of the BIR 2021 Workshops and Doctoral Consortium co-located with 20th International Conference on Perspectives in Business Informatics Research (BIR 2021), Vienna, Austria, September 22-24, 2021.",CEUR Workshop Proceedings,2991,2021,https://dblp.org/db/conf/bir/bir2021w.html
72413,"Proceedings of the LWDA 2021 Workshops: FGWM, KDML, FGWI-BIA, and FGIR, Online, September 1-3, 2021.",CEUR Workshop Proceedings,2993,2021,https://dblp.org/db/conf/lwa/lwda2021.html
72440,"Proceedings of the 29th Italian Symposium on Advanced Database Systems, SEBD 2021, Pizzo Calabro (VV), Italy, September 5-9, 2021.",CEUR Workshop Proceedings,2994,2021,https://dblp.org/db/conf/sebd/sebd2021.html
72467,"Proceedings of the Twelfth International Workshop Modelling and Reasoning in Context (MRC 2021) co-located with the 30th International Joint Conference on Artificial Intelligence (IJCAI 2021), Montréal, Quebec, Canada, August 19-20, 2021.",CEUR Workshop Proceedings,2995,2021,https://dblp.org/db/conf/ijcai/mrc2021.html
72494,"Proceedings of the 2021 Workshops on Computer Human Interaction in IoT Applications co-located with the International Conference on Embedded Wireless Systems and Networks (EWSN 2021) and the 13th ACM SIGCHI Symposium on Engineering Interactive Computing Systems (EICS 2021), Delft, Netherlands, February 17, 2021 and Eindhoven, Netherlands, June 8, 2021.",CEUR Workshop Proceedings,2996,2021,https://dblp.org/db/conf/ewsn/chiiot2021.html
72521,"Machine Learning with Symbolic Methods and Knowledge Graphs co-located with European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases (ECML PKDD 2021), Virtual, September 17, 2021.",CEUR Workshop Proceedings,2997,2021,https://dblp.org/db/conf/pkdd/mlsmkg2021.html
72548,"Proceedings of the Workshop on Data meets Applied Ontologies in Explainable AI (DAO-XAI 2021) part of Bratislava Knowledge September (BAKS 2021), Bratislava, Slovakia, September 18th to 19th, 2021.",CEUR Workshop Proceedings,2998,2021,https://dblp.org/db/conf/icann/daoxai2021.html
72575,"STAF 2021 Workshop Proceedings: 9th International Workshop on Bidirectional Transformations, Joint Workshop on Foundations and Practice of Visual Modeling and Data for Model-Driven Engineering, International workshop on MDE for Smart IoT Systems, 4th International Workshop on (Meta)Modeling for Healthcare Systems, and 20th International Workshop on OCL and Textual Modeling co-located with Software Technologies: Applications and Foundations, Federation of Conferences (STAF 2021), Virtual Event / Bergen, Norway, June 21-25, 2021.",CEUR Workshop Proceedings,2999,2021,https://dblp.org/db/conf/staf/staf2021w.html
72602,"Proceedings of the Shared Task on Scene Segmentation co-located with the 17th Conference on Natural Language Processing (KONVENS 2021), Düsseldorf, Germany, September 6th, 2021.",CEUR Workshop Proceedings,3001,2021,https://dblp.org/db/conf/konvens/stss2021.html
72629,"Proceedings of the 36th Italian Conference on Computational Logic, Parma, Italy, September 7-9, 2021.",CEUR Workshop Proceedings,3002,2021,https://dblp.org/db/conf/cilc/cilc2021.html
72656,"Proceedings of the International Workshop of IT-professionals on Artificial Intelligence (ProfIT AI 2021) 2021, Kharkiv, Ukraine, September 20-21, 2021.",CEUR Workshop Proceedings,3003,2021,https://dblp.org/db/conf/profitai/profitai2021.html
72683,"Proceedings of the 2nd Workshop on Extraction and Evaluation of Knowledge Entities from Scientific Documents (EEKE 2021) co-located with JCDL 2021, Virtual Event, September 30th, 2021.",CEUR Workshop Proceedings,3004,2021,https://dblp.org/db/conf/jcdl/eeke2021.html
72734,"Short Papers Proceedings of the 2nd International Workshop on Software Engineering &amp; Technology (Q-SET 2021) co-located with IEEE International Conference on Quantum Computing and Engineering (IEEE Quantum Week 2021), Virtual Conference, October 19, 2021.",CEUR Workshop Proceedings,3008,2021,https://dblp.org/db/conf/qce/qset2021.html
72761,"Proceedings of the Second Workshop on Second-Order Quantifier Elimination and Related Topics (SOQE 2021) associated with the 18th International Conference on Principles of Knowledge Representation and Reasoning (KR 2021), Online Event, November 4, 2021.",CEUR Workshop Proceedings,3009,2021,https://dblp.org/db/conf/kr/soqe2021.html
72812,"Proceedings of the 17th International Conference on ICT in Education, Research and Industrial Applications. Integration, Harmonization and Knowledge Transfer. Volume I: Main Conference, PhD Symposium, and Posters, Kherson, Ukraine, September 28 - October 2, 2021.",CEUR Workshop Proceedings,3013,2021,https://dblp.org/db/conf/icteri/icteri2021.html
72863,"Proceedings of the Fifth Workshop on Natural Language for Artificial Intelligence (NL4AI 2021) co-located with 20th International Conference of the Italian Association for Artificial Intelligence (AI*IA 2021), Online event, November 29, 2021.",CEUR Workshop Proceedings,3015,2021,https://dblp.org/db/conf/aiia/nl4ai2021.html
72890,"Proceedings of the 7th International Workshop on Socio-Technical Perspective in IS Development (STPIS 2021), Virtual conference in Trento, Italy, October 11-12, 2021.",CEUR Workshop Proceedings,3016,2021,https://dblp.org/db/conf/stpis/stpis2021.html
72917,"Workshops Proceedings for the 29th International Conference on Case-Based Reasoning co-located with the 29th International Conference on Case-Based Reasoning (ICCBR 2021), Salamanca (Spain) / Online, September 13-16, 2021.",CEUR Workshop Proceedings,3017,2021,https://dblp.org/db/conf/iccbr/iccbr2021w.html
72944,"Proceedings of the II International Scientific Symposium ""Intelligent Solutions"" (IntSol-2021), Kyiv-Uzhhorod, Ukraine, September 28-30, 2021.",CEUR Workshop Proceedings,3018,2021,https://dblp.org/db/conf/intsol/intsol2021.html
72995,"Proceedings of the International Workshop on Knowledge Representation and Representation Learning co-located with the 24th European Conference on Artificial Intelligence (ECAI 2020), Virtual Event, September, 2020.",CEUR Workshop Proceedings,3020,2021,https://dblp.org/db/conf/ecai/kr4l2020.html
73046,"Proceedings of the 22nd International Workshop on Trust in Agent Societies (TRUST 2021) Co-located with the 20th International Conferences on Autonomous Agents and Multiagent Systems (AAMAS 2021), London, UK, May 3-7, 2021.",CEUR Workshop Proceedings,3022,2021,https://dblp.org/db/conf/atal/trust2021.html
73073,"Proceedings of the Sixth International Workshop on the Visualization and Interaction for Ontologies and Linked Data co-located with the 20th International Semantic Web Conference (ISWC 2021), Virtual Conference, 2021.",CEUR Workshop Proceedings,3023,2021,https://dblp.org/db/conf/semweb/voila2021.html
73124,"Proceedings of the Second Workshop on Technology Enhanced Learning Environments for Blended Education - The Italian E-Learning Conference 2021, Foggia, Italy, October 5-6, 2021.",CEUR Workshop Proceedings,3025,2021,https://dblp.org/db/conf/telexbe/telexbe2021-2.html
73175,"Learning Analytics Summer Institute Spain 2021: Learning analytics in times of COVID-19: Opportunity from crisis, Barcelona, Spain, July 7-9, 2021.",CEUR Workshop Proceedings,3029,2021,https://dblp.org/db/conf/lasi-spain/lasi-spain2021.html
73226,"Proceedings of workshops co-organized with the 14th IFIP WG 8.1 Working Conference on the Practice of Enterprise Modelling (PoEM 2021), Online, originally held in Riga, Latvia, November 24, 2021.",CEUR Workshop Proceedings,3031,2021,https://dblp.org/db/conf/ifip8-1/poem2021w.html
73277,"Proceedings of the Eighth Italian Conference on Computational Linguistics, CLiC-it 2021, Milan, Italy, January 26-28, 2022.",CEUR Workshop Proceedings,3033,2021,https://dblp.org/db/conf/clic-it/clic-it2021.html
73328,"Proceedings of the 4th International Conference on Informatics &amp; Data-Driven Medicine, Valencia, Spain, November 19 - 21, 2021.",CEUR Workshop Proceedings,3038,2021,https://dblp.org/db/conf/iddm/iddm2021.html
73355,"Proceedings of the 1st International Workshop on Information Technologies: Theoretical and Applied Problems 2021, Ternopil, Ukraine, November 16-18, 2021.",CEUR Workshop Proceedings,3039,2021,https://dblp.org/db/conf/ittap/ittap2021.html
73406,"Short Paper Proceedings of Symposium on Software Performance 2021, SSP 2021, Leipzig, Germany, November 9-10, 2022.",CEUR Workshop Proceedings,3043,2022,https://dblp.org/db/conf/kpdays/ssp2021.html
73457,"Proceedings of the Forum at Practice of Enterprise Modeling 2021 (PoEM-Forum 2021) (PoEM 2021), Riga, Latvia, November 24-26, 2021.",CEUR Workshop Proceedings,3045,2021,https://dblp.org/db/conf/ifip8-1/poem2021f.html
73508,"Proceedings of the Selected and Revised Papers of 9th International Conference on Monitoring, Modeling &amp; Management of Emergent Economy (M3E2-MLPEED 2021), Odessa, Ukraine, May 26-28, 2021.",CEUR Workshop Proceedings,3048,2021,https://dblp.org/db/conf/m3e2/m3e22021.html
73535,"Proceedings of Ongoing Research, Practitioners, Posters, Workshops, and Projects of the International Conference EGOV-CeDEM-ePart 2021, University of Granada, Spain (Hybrid) 7 - 9 September 2021.",CEUR Workshop Proceedings,3049,2021,https://dblp.org/db/conf/egov/egov2021w.html
73562,"Proceedings of the XIV Seminar on Ontology Research in Brazil (ONTOBRAS 2021) and V Doctoral and Masters Consortium on Ontologies (WTDO 2021), Online, Brazil, November 16-19, 2021.",CEUR Workshop Proceedings,3050,2021,https://dblp.org/db/conf/ontobras/ontobras2021.html
73589,"Joint Proceedings of the Workshops at the International Conference on Educational Data Mining 2021 co-located with 14th International Conference on Educational Data Mining (EDM 2021), Held Virtually, 2021.",CEUR Workshop Proceedings,3051,2021,https://dblp.org/db/conf/edm/edm2021w.html
73616,"Proceedings of the CIKM 2021 Workshops co-located with 30th ACM International Conference on Information and Knowledge Management (CIKM 2021), Gold Coast, Queensland, Australia, November 1-5, 2021.",CEUR Workshop Proceedings,3052,2021,https://dblp.org/db/conf/cikm/cikm2021w.html
73643,"Proceedings of the 2nd International Workshop on Empowering People in Dealing with Internet of Things Ecosystems co-located with with INTERACT 2021, Bari, Italy, Online / Bari, Italy, September 30, 2021.",CEUR Workshop Proceedings,3053,2021,https://dblp.org/db/conf/interact/empathy2021.html
73670,"Proceedings of the 6th Human-Computer Interaction Slovenia Conference, Koper, Slovenia, November 8, 2021.",CEUR Workshop Proceedings,3054,2021,https://dblp.org/db/conf/hci-si/hci-si2021.html
73697,"Proceedings of the Fourth International Workshop on Semantic Web Meets Health Data Management, SWH 2021 co-located with the 20th International Semantic Web Conference, ISWC 2021, Virtual Conference, October 24, 2021.",CEUR Workshop Proceedings,3055,2021,https://dblp.org/db/conf/semweb/swh2021.html
73748,"Proceedings of the IV Latin American Conference on Learning Analytics, Arequipa, Perú, October 19-21, 2021.",CEUR Workshop Proceedings,3059,2021,https://dblp.org/db/conf/lala/lala2021.html
73775,"Proceedings of the Workshop on Towards Smarter Health Care: Can Artificial Intelligence Help? co-located with 20th International Conference of the Italian Association for Artificial Intelligence (AIxIA2021), Anywhere, November 29th, 2021.",CEUR Workshop Proceedings,3060,2021,https://dblp.org/db/conf/aiia/smartercare2021.html
73802,"Proceedings of the 14th International Conference Education and Research in the Information Society, ERIS 2021, Plovdiv, Bulgaria, September 27-28, 2021.",CEUR Workshop Proceedings,3061,2021,https://dblp.org/db/conf/eris/eris2021.html
73829,"Joint Proceedings of SEED 2021 &amp; QuASoQ 2021 co-located with 28th Asia Pacific Software Engineering Conference 2021, Taipei [Virtual], December 6, 2021.",CEUR Workshop Proceedings,3062,2021,https://dblp.org/db/conf/apsec/quasoq2021.html
73856,"Proceedings of the 16th International Workshop on Ontology Matching co-located with the 20th International Semantic Web Conference (ISWC 2021), Virtual conference, October 25, 2021.",CEUR Workshop Proceedings,3063,2022,https://dblp.org/db/conf/semweb/om2021.html
73907,"Proceedings of the 9th Italian workshop on Planning and Scheduling (IPS'21) and the 28th International Workshop on ""Experimental Evaluation of Algorithms for Solving Problems with Combinatorial Explosion"" (RCRA'21) with CEUR-WS co-located with 20th International Conference of the Italian Association for Artificial Intelligence (AIxIA 2021), Milan, Italy (virtual), November 29th-30th, 2021.",CEUR Workshop Proceedings,3065,2022,https://dblp.org/db/conf/aiia/ips2021.html
73934,"Proceedings of the 23rd Conference on Scientific Services &amp; Internet (SSI 2021), Moscow (online), September 20-23, 2021.",CEUR Workshop Proceedings,3066,2022,https://dblp.org/db/conf/ssi/ssi2021.html
73961,"Proceedings of the Tunisian-Algerian Joint Conference on Applied Computing (TACC 2021), Tabarka, Tunisia, December 18-20, 2021.",CEUR Workshop Proceedings,3067,2022,https://dblp.org/db/conf/tacc/tacc2021.html
73988,"Proceedings of the AAAI 2021 Fall Symposium on Human Partnership with Medical AI: Design, Operationalization, and Ethics (AAAI-HUMAN 2021), Virtual Event, November 4-6, 2021.",CEUR Workshop Proceedings,3068,2022,https://dblp.org/db/conf/aaaifs/human2021.html
