Column1,fromLine,toLine,valid,url,acronym,title,loctime,tdtitle,volname,editors,submittedBy,published,year,pubDate,number,urn,archive,desc,h1,volume_number,ceurpubdate,voltitle,homepage,h3,colocated,vol_number
1715,41085,41108,1,http://ceur-ws.org/Vol-1716/,WSICC 2016,Proceedings of the 4th International Workshop on Interactive Content Consumption,"Chicago, IL, USA, June 22, 2016","Proceedings of the 4th International Workshop on Interactive Content Consumption (WSICC 2016), Chicago, IL, USA, June 22, 2016.",Workshop on Interactive Content Consumption 2016,"Britta Meixner, Werner Bailer, Maarten Wijnants, Rene Kaiser, Joscha Jäger, Rik Bauwens, Frank Bentley",Britta Meixner,2016/10/28,2016,2016/10/28 0:00,1716,urn:nbn:de:0074-1716-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1716.zip,?,WSICC 2016 Workshop on Interactive Content Consumption,Vol-1716,2016/10/28,Workshop on Interactive Content Consumption,http://wsicc.net/2016,Proceedings of the 4th International Workshop on Interactive Content Consumption co-located with ACM International Conference on Interactive Experiences for Television and Online Video (ACM TVX 2016),ACM TVX 2016,
1716,41059,41082,1,http://ceur-ws.org/Vol-1717/,COMMitMDE 2016,Proceedings of the 1st International Workshop on Collaborative Modelling in MDE,"St. Malo, France, October 4, 2016","Proceedings of the 1st International Workshop on Collaborative Modelling in MDE (COMMitMDE 2016), St. Malo, France, October 4, 2016.",Collaborative Modelling in MDE 2016,"Henry Muccini, Ivano Malavolta, Sebastien Gerard, Dimitris Kolovos",Dimitris Kolovos,2016/11/3,2016,2016/11/3 0:00,1717,urn:nbn:de:0074-1717-1,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1717.zip,?,COMMitMDE 2016 Collaborative Modelling in MDE,Vol-1717,2016/11/3,Collaborative Modelling in MDE,http://cs.gssi.infn.it/commitmde2016/,Proceedings of the 1st International Workshop on Collaborative Modelling in MDE (COMMitMDE 2016) co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MoDELS 2016),MoDELS 2016,
1717,41033,41056,1,http://ceur-ws.org/Vol-1718/,BAI 2016,Proceedings of the Workshop on Advances in Bioinformatics and Artificial Intelligence: Bridging the Gap,"New-York, USA, July 11, 2016","Proceedings of the Workshop on Advances in Bioinformatics and Artificial Intelligence: Bridging the Gap (BAI 2016), New-York, USA, July 11, 2016.",Advances in Bioinformatics and Artificial Intelligence: Bridging the Gap 2016,"Abdoulaye Baniré Diallo, Engelbert Mephu Nguifo, Mohammed Zaki",Engelbert Mephu Nguifo,2016/11/1,2016,2016/11/1 0:00,1718,urn:nbn:de:0074-1718-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1718.zip,?,BAI 2016 Advances in Bioinformatics and Artificial Intelligence: Bridging the Gap,Vol-1718,2016/11/1,Advances in Bioinformatics and Artificial Intelligence: Bridging the Gap,http://bioinfo.uqam.ca/IJCAI_BAI2016,Proceedings of the Workshop on Advances in Bioinformatics and Artificial Intelligence: Bridging the Gap co-located with 25th International Joint Conference on Artificial Intelligence (IJCAI 2016),IJCAI 2016,
1718,41007,41030,1,http://ceur-ws.org/Vol-1719/,QBF 2016,Proceedings of the 4th International Workshop on Quantified Boolean Formulas,"Bordeaux, France, July 4, 2016","Proceedings of the 4th International Workshop on Quantified Boolean Formulas (QBF 2016), Bordeaux, France, July 4, 2016.",Quantified Boolean Formulas 2016,"Florian Lonsing, Martina Seidl",Martina Seidl,2016/11/3,2016,2016/11/3 0:00,1719,urn:nbn:de:0074-1719-2,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1719.zip,?,QBF 2016 Quantified Boolean Formulas,Vol-1719,2016/11/3,Quantified Boolean Formulas,http://fmv.jku.at/qbf16,Proceedings of the 4th International Workshop on Quantified Boolean Formulas (QBF 2016) co-located with 19th International Conference on Theory and Applications of Satisfiability Testing (SAT 2016),SAT 2016,
1719,40981,41004,1,http://ceur-ws.org/Vol-1720/,ICTCS 2016,Proceedings of the 17th Italian Conference on Theoretical Computer Science,"Lecce, Italy, September 7-9, 2016","Proceedings of the 17th Italian Conference on Theoretical Computer Science (ICTCS 2016), Lecce, Italy, September 7-9, 2016.",Italian Conference on Theoretical Computer Science 2016,"Vittorio Bilò, Antonio Caruso",Antonio Caruso,2016/12/6,2016,2016/12/6 0:00,1720,urn:nbn:de:0074-1720-9,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1720.zip,?,ICTCS 2016 Italian Conference on Theoretical Computer Science,Vol-1720,2016/12/6,Italian Conference on Theoretical Computer Science,http://ictcs2016.unisalento.it/,Proceedings of the 17th Italian Conference on Theoretical Computer Science,,
1720,40953,40978,1,http://ceur-ws.org/Vol-1721/,UYMS 2016,Proceedings of the 10th Turkish National Software Engineering Symposium,"Canakkale, Turkey, October 24-26, 2016","Proceedings of the 10th Turkish National Software Engineering Symposium (UYMS 2016), Canakkale, Turkey, October 24-26, 2016.",Turkish National Software Engineering Symposium 2016,"Semih Bilgen, Ahmet Coskuncay, Altan Kocyigit",Ahmet Coskuncay,2016/11/4,2016,2016/11/4 0:00,1721,urn:nbn:de:0074-1721-3,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1721.zip,?,UYMS 2016 Turkish National Software Engineering Symposium,Vol-1721,2016/11/4,Turkish National Software Engineering Symposium,http://uyms.comu.edu.tr,Proceedings of the 10th Turkish National Software Engineering Symposium,,
1721,40926,40950,1,http://ceur-ws.org/Vol-1722/,MULTI 2016,Proceedings of the 3rd International Workshop on Multi-Level Modelling,"Saint-Malo, France, October 4, 2016","Proceedings of the 3rd International Workshop on Multi-Level Modelling (MULTI 2016), Saint-Malo, France, October 4, 2016.",Multi-Level Modeling 2016,"Colin Atkinson, Georg Grossmann, Tony Clark",Colin Atkinson,2016/11/6,2016,2016/11/6 0:00,1722,urn:nbn:de:0074-1722-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1722.zip,?,MULTI 2016 Multi-Level Modeling,Vol-1722,2016/11/6,Multi-Level Modeling,http://swt4.informatik.uni-mannheim.de/multi-2016/,Proceedings of the 3rd International Workshop on Multi-Level Modelling co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages & Systems (MoDELS 2016),MoDELS 2016,
1722,40898,40923,1,http://ceur-ws.org/Vol-1723/,ModComp 2016,Proceedings of the 3rd International Workshop on Interplay of Model-Driven and Component-Based Software Engineering,"Saint-Malo, France, October 2nd, 2016","Proceedings of the 3rd International Workshop on Interplay of Model-Driven and Component-Based Software Engineering (ModComp 2016), Saint-Malo, France, October 2nd, 2016.",Interplay of Model-Driven and Component-Based Software Engineering 2016,"Federico Ciccozzi, Ivano Malavolta",Federico Ciccozzi,2016/11/8,2016,2016/11/8 0:00,1723,urn:nbn:de:0074-1723-0,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1723.zip,?,ModComp 2016 Interplay of Model-Driven and Component-Based Software Engineering,Vol-1723,2016/11/8,Interplay of Model-Driven and Component-Based Software Engineering,http://www.mrtc.mdh.se/ModComp16/,Proceedings of the 3rd International Workshop on Interplay of Model-Driven and Component-Based Software Engineering co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages & Systems (MoDELS 2016),MoDELS 2016,
1723,40872,40895,1,http://ceur-ws.org/Vol-1724/,AI-IoT 2016,Proceedings of the 2nd Workshop on Artificial Intelligence and Internet of Things,"The Hague, Netherlands, August 30, 2016","Proceedings of the 2nd Workshop on Artificial Intelligence and Internet of Things (AI-IoT 2016), The Hague, Netherlands, August 30, 2016.",Artificial Intelligence and Internet of Things 2016,"Constantine D. Spyropoulos, Georgios Pierris, Grigorios Tzortzis",Grigorios Tzortzis,2016/11/11,2016,2016/11/11 0:00,1724,urn:nbn:de:0074-1724-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1724.zip,?,AI-IoT 2016 2nd Workshop on Artificial Intelligence and Internet of Things,Vol-1724,2016/11/11,2nd Workshop on Artificial Intelligence and Internet of Things,http://2nd-ai-iot2016.iit.demokritos.gr/,Proceedings of the 2nd Workshop on Artificial Intelligence and Internet of Things co-located with the 22nd European Conference on Artificial Intelligence (ECAI 2016),ECAI 2016,
1724,40845,40868,1,http://ceur-ws.org/Vol-1725/,MoDELS-D&P 2016,Proceedings of the MoDELS 2016 Demo and Poster Sessions,"Saint-Malo, France, October 2-7, 2016","Proceedings of the MoDELS 2016 Demo and Poster Sessions (MoDELS-D&P 2016), Saint-Malo, France, October 2-7, 2016.",MoDELS Demos and Posters 2016,"Juan de Lara, Peter J. Clarke, Mehrdad Sabetzadeh",Mehrdad Sabetzadeh,2016/11/11,2016,2016/11/11 0:00,1725,urn:nbn:de:0074-1725-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1725.zip,?,MoDELS-D&P 2016 MoDELS 2016 - Demos and Posters,Vol-1725,2016/11/11,MoDELS 2016 - Demos and Posters,http://models2016.irisa.fr,Proceedings of the MoDELS 2016 Demo and Poster Sessions co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MoDELS 2016),MoDELS 2016,
1725,40819,40842,1,http://ceur-ws.org/Vol-1726/,CMDM 2016,Proceedings of the Workshop on Computer Modelling in Decision Making,"Saratov, Russia, November 10-11, 2016","Proceedings of the Workshop on Computer Modelling in Decision Making (CMDM 2016), Saratov, Russia, November 10-11, 2016.",Computer Modelling in Decision Making 2016,"Tatiana A. Belkina, Suren Islyaev, Vladimir S. Mkhitaryan, Sergei P. Sidorov",Sergei P. Sidorov,2016/11/13,2016,2016/11/13 0:00,1726,urn:nbn:de:0074-1726-1,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1726.zip,?,CMDM 2016Computer Modelling in Decision Making,Vol-1726,2016/11/13,Computer Modelling in Decision Making,http://risk2016.sgu.ru/workshop.php?lang=en,"Proceedings of the Workshop on Computer Modelling in Decision Making co-located with V International Youth Research and Practice Conference on Mathematical and Computer Modelling in Economics, Insurance and Risk Management (MCMEIRM 2016)",MCMEIRM 2016,
1726,40793,40816,1,http://ceur-ws.org/Vol-1727/,SSN 2016,Proceedings of the II Spring School on Networks 2016,"Santiago, Chile, November 21-22, 2016","Proceedings of the II Spring School on Networks (SSN 2016), Santiago, Chile, November 21-22, 2016.",Spring School on Networks 2016,"Sandra Céspedes, Javier Bustos-Jiménez, Alejandro Hevia",Javier Bustos-Jiménez,2016/11/17,2016,2016/11/17 0:00,1727,urn:nbn:de:0074-1727-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1727.zip,?,SSN 2016 Spring School on Networks,Vol-1727,2016/11/17,Spring School on Networks,,Proceedings of the II Spring School on Networks 2016,,
1727,40767,40790,1,http://ceur-ws.org/Vol-1728/,CIISE 2016,Proceedings of the 2nd INCOSE Italia Conference on Systems Engineering,"Turin, Italy, November 14-16, 2016","Proceedings of the 2nd INCOSE Italia Conference on Systems Engineering (CIISE 2016), Turin, Italy, November 14-16, 2016.",INCOSE Italia Conference on Systems Engineering 2016,"Eugenio Brusa, Andrea D'Ambrogio, Alfredo Garro, Lucio Tirone, Andrea Tundis",Andrea Tundis,2016/11/16,2016,2016/11/16 0:00,1728,urn:nbn:de:0074-1728-8,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1728.zip,?,CIISE 2016 INCOSE Italia Conference on Systems Engineering,Vol-1728,2016/11/16,INCOSE Italia Conference on Systems Engineering,http://www.ciise.it/ciise2016/,Proceedings of the 2nd INCOSE Italia Conference on Systems Engineering,,
1728,40741,40764,1,http://ceur-ws.org/Vol-1729/,Ural-PDC 2016,"Proceedings of the 2nd Ural Workshop on Parallel, Distributed, and Cloud Computing for Young Scientists","Yekaterinburg, Russia, October 6, 2016","Proceedings of the 2nd Ural Workshop on Parallel, Distributed, and Cloud Computing for Young Scientists (Ural-PDC 2016), Yekaterinburg, Russia, October 6, 2016.","Ural Workshop on Parallel, Distributed, and Cloud Computing for Young Scientists 2016","Andrey Sozykin, Elena Akimova, Dmitry Ustalov",Dmitry Ustalov,2016/11/17,2016,2016/11/17 0:00,1729,urn:nbn:de:0074-1729-5,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1729.zip,?,"Ural-PDC 2016Ural Workshop on Parallel, Distributed, and Cloud Computing for Young Scientists",Vol-1729,2016/11/17,"Ural Workshop on Parallel, Distributed, and Cloud Computing for Young Scientists",http://ural-pdc.org/2016/,"Proceedings of the 2nd Ural Workshop on Parallel, Distributed, and Cloud Computing for Young Scientists",,
1729,40715,40738,1,http://ceur-ws.org/Vol-1730/,SYSTEM 2016,"Proceedings of the Symposium for Young Scientists in Technology, Engineering and Mathematics","Gliwice, Poland, September 22, 2016","Proceedings of the Symposium for Young Scientists in Technology, Engineering and Mathematics (SYSTEM 2016), Gliwice, Poland, September 22, 2016.","Symposium for Young Scientists in Technology, Engineering and Mathematics 2016","Robertas Damaševičius, Christian Napoli, Emiliano Tramontana, Marcin Woźniak",Christian Napoli,2016/11/18,2016,2016/11/18 0:00,1730,urn:nbn:de:0074-1730-3,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1730.zip,?,"SYSTEM 2016 Symposium for Young Scientists in Technology, Engineering and Mathematics",Vol-1730,2016/11/18,"Symposium for Young Scientists in Technology, Engineering and Mathematics",http://www.dmi.unict.it/napoli/system/,"Proceedings of the Symposium for Young Scientists in Technology, Engineering and Mathematics",,
1730,40685,40712,1,http://ceur-ws.org/Vol-1731/,GEMOC 2016,Proceedings of the 4th International Workshop on the Globalization Of Modeling Languages,"Saint Malo, France, October 4th, 2016","Proceedings of the 4th International Workshop on the Globalization Of Modeling Languages (GEMOC 2016), Saint Malo, France, October 4th, 2016.",International Workshop on the Globalization Of Modeling Languages 2016,"Julien Deantoni, Jeff Gray, Eugene Syriani",Julien Deantoni,2016/11/17,2016,2016/11/17 0:00,1731,urn:nbn:de:0074-1731-6,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1731.zip,?,GEMOC 2016Globalization Of Modeling Languages Workshop,Vol-1731,2016/11/17,Globalization Of Modeling Languages Workshop,http://gemoc.org/gemoc2016,Proceedings of the 4th International Workshop on the Globalization Of Modeling Languages co-located with ACM/IEEE 19th International Conference on Model Driven Engineering Languages and Systems (MODELS 2016),MODELS 2016,
1731,40659,40682,1,http://ceur-ws.org/Vol-1732/,DAM 2016,Proceedings of the Workshop on Data Analysis and Modelling (DAM 2016),"Omsk, Russia, October 20-30, 2016","Proceedings of the Workshop on Data Analysis and Modelling (DAM 2016), Omsk, Russia, October 20-30, 2016.",Data Analysis and Modelling 2016,"Sergey Belim, Nadezda Bogachenko",Nadezda Bogachenko,2016/11/17,2016,2016/11/17 0:00,1732,urn:nbn:de:0074-1732-0,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1732.zip,?,DAM 2016 Data Analysis and Modelling,Vol-1732,2016/11/17,Data Analysis and Modelling,,Proceedings of the Workshop on Data Analysis and Modelling (DAM 2016),,
1732,40630,40656,1,http://ceur-ws.org/Vol-1733/,ISWC-DC 2016,Proceedings of the Doctoral Consortium at the 15th International Semantic Web Conference,"Kobe, Japan, October 18, 2016","Proceedings of the Doctoral Consortium at the 15th International Semantic Web Conference (ISWC 2016), Kobe, Japan, October 18, 2016.",Doctoral Consortium at ISWC 2016,"Philippe Cudre-Mauroux, Natasha Noy, Riichiro Mizoguchi",Philippe Cudre-Mauroux,2016/11/17,2016,2016/11/17 0:00,1733,urn:nbn:de:0074-1733-4,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1733.zip,?,ISWC-DC 2016Doctoral Consortium at ISWC,Vol-1733,2016/11/17,Doctoral Consortium at ISWC,http://iswc2016.semanticweb.org/pages/calls/doctoral-consortium.html,Proceedings of the Doctoral Consortium at the 15th International Semantic Web Conference (ISWC 2016),ISWC 2016,
1733,40604,40627,1,http://ceur-ws.org/Vol-1734/,FMT 2016,Proceedings of the 9th Forum Media Technology 2016 and 2nd All Around Audio Symposium 2016,"St. Pölten, Austria, November 23-24, 2016","Proceedings of the 9th Forum Media Technology 2016 and 2nd All Around Audio Symposium (FMT 2016), St. Pölten, Austria, November 23-24, 2016.",Forum Media Technology 2016 and 2nd All Around Audio Symposium 2016,"Wolfgang Aigner, Grischa Schmiedl, Kerstin Blumenstein, Matthias Zeppelzauer, Michael Iber",Kerstin Blumenstein,2016/11/18,2016,2016/11/18 0:00,1734,urn:nbn:de:0074-1734-7,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1734.zip,?,FMT 2016 9th Forum Media Technology 2016 and 2nd All Around Audio Symposium 2016,Vol-1734,2016/11/18,9th Forum Media Technology 2016 and 2nd All Around Audio Symposium 2016,http://fmt.fhstp.ac.at/9-forum-medientechnik-2016/programm-2016/,Proceedings of the 9th Forum Media Technology 2016 and 2nd All Around Audio Symposium 2016,,
1734,40575,40601,1,http://ceur-ws.org/Vol-1735/,MoDELS-DS 2016,Proceedings of the Doctoral Symposium at the 19th ACM/IEEE International Conference of Model-Driven Engineering Languages and Systems 2016,"Saint Malo, France, October 2, 2016","Proceedings of the Doctoral Symposium at the 19th ACM/IEEE International Conference of Model-Driven Engineering Languages and Systems 2016 (MoDELS 2016), Saint Malo, France, October 2, 2016.",Doctoral Symposium at MoDELS 2016,"Shiva Nejati, Rick Salay",Shiva Nejati,2016/11/19,2016,2016/11/19 0:00,1735,urn:nbn:de:0074-1735-1,http://sunsite.informatik.rwth-aachen.de/ftp/pub/publications/CEUR-WS/Vol-1735.zip,?,MoDELS-DS 2016 Doctoral Symposium at MoDELS 2016,Vol-1735,2016/11/19,Doctoral Symposium at MoDELS 2016,http://models2016.irisa.fr/doctoral-symposium/,Proceedings of the Doctoral Symposium at the 19th ACM/IEEE International Conference of Model-Driven Engineering Languages and Systems 2016 (MoDELS 2016),MoDELS 2016,
