Column1,vol_url,vol_number,volname,acronym,coloc_conf,ceur_long_title,voltitle,h1,tdtitle,title,loctime,workshop,workshopLabel,ref_url,ShortName,countryLabel,cityLabel,StartTime,EndTime,ProceedingsTitle,Vol_Number.1,Year,dblp_url
1456,http://ceur-ws.org/Vol-1416/,1416,RE4SuSy 2015,RE4SuSy 2015,RE 2015,Proceedings of the Fourth International Workshop on Requirements Engineering for Sustainable Systems co-located with the 23rd IEEE International Requirements Engineering Conference (RE 2015),Requirements Engineering for Sustainable Systems 2015,RE4SuSy 2015 Requirements Engineering for Sustainable Systems 2015,"Proceedings of the Fourth International Workshop on Requirements Engineering for Sustainable Systems (RE4SuSy 2015), Ottawa, Canada, August 24, 2015.",Proceedings of the Fourth International Workshop on Requirements Engineering for Sustainable Systems,"Ottawa, Canada, August 24, 2015",http://www.wikidata.org/entity/Q113646078,Fourth International Workshop on Requirements Engineering for Sustainable Systems,http://ceur-ws.org/Vol-1416/,RE4SuSy 2015,Canada,Ottawa,2015/8/24 2:00,2015/8/24 2:00,"Proceedings of the Fourth International Workshop on Requirements Engineering for Sustainable Systems, RE4SuSy 2015, co-located with the 23rd IEEE International Requirements Engineering Conference (RE 2015), Ottawa, Canada, August 24, 2015.",1416,2015,https://dblp.org/db/conf/re/re4susy2015.html
1457,http://ceur-ws.org/Vol-1417/,1417,Rule Challenge and Doctoral Consortium @ RuleML 2015,Challenge+DC@RuleML 2015,RuleML 2015,"Proceedings of the RuleML 2015 Challenge, the Special Track on Rule-based Recommender Systems for the Web of Data, the Special Industry Track and the RuleML 2015 Doctoral Consortium hosted by the 9th International Web Rule Symposium (RuleML 2015)",Rule Challenge and Doctoral Consortium @ RuleML 2015,Challenge+DC@RuleML 2015 Rule Challenge and Doctoral Consortium @ RuleML 2015,"Proceedings of the RuleML 2015 Challenge and the RuleML 2015 Doctoral Consortium, hosted by the 9th International Web Rule Symposium (RuleML 2015), Berlin, Germany, August 2-5, 2015.","Proceedings of the RuleML 2015 Challenge, the Special Track on Rule-based Recommender Systems for the Web of Data, the Special Industry Track and the RuleML 2015 Doctoral Consortium","Berlin, Germany, August 2-5, 2015",http://www.wikidata.org/entity/Q113646080,"RuleML 2015 Challenge, the Special Track on Rule-based Recommender Systems for the Web of Data, the Special Industry Track and the RuleML 2015 Doctoral Consortium",http://ceur-ws.org/Vol-1417/,Challenge+DC@RuleML 2015,Germany,Berlin,2015/8/2 2:00,2015/8/5 2:00,"Proceedings of the RuleML 2015 Challenge, the Special Track on Rule-based Recommender Systems for the Web of Data, the Special Industry Track and the RuleML 2015 Doctoral Consortium hosted by the 9th International Web Rule Symposium (RuleML 2015), Berlin, Germany, August 2-5, 2015.",1417,2015,https://dblp.org/db/conf/ruleml/ruleml2015c.html
1458,http://ceur-ws.org/Vol-1418/,1418,BPM Demo Session 2015,BPMD 2015,BPM 2015,Proceedings of the BPM Demo Session 2015 Co-located with the 13th International Conference on Business Process Management (BPM 2015),BPM Demo Session 2015,BPMD 2015 BPM Demo Session 2015,"Proceedings of the Demo Session of the 13th International Conference on Business Process Management (BPM 2015), Innsbruck, Austria, September 2, 2015.",Proceedings of the BPM Demo Session 2015,"Innsbruck, Austria, September 2, 2015",http://www.wikidata.org/entity/Q113646081,BPM Demo Session 2015,http://ceur-ws.org/Vol-1418/,BPMD 2015,Austria,Innsbruck,2015/9/2 2:00,2015/9/2 2:00,"Proceedings of the BPM Demo Session 2015 Co-located with the 13th International Conference on Business Process Management (BPM 2015), Innsbruck, Austria, September 2, 2015.",1418,2015,https://dblp.org/db/conf/bpm/bpmd2015.html
1459,http://ceur-ws.org/Vol-1419/,1419,EAPCogSci 2015,EAPCogSci 2015,Joint conference,Proceedings of the EuroAsianPacific Joint Conference on Cognitive Science 4th European Conference on Cognitive Science 11th International Conference on Cognitive Science,EuroAsianPacific Joint Conference on Cognitive Science,EAPCogSci 2015 EuroAsianPacific Joint Conference on Cognitive Science,"Proceedings of the EuroAsianPacific Joint Conference on Cognitive Science (EAPCogSci 2015), Torino, Italy, September 25-27, 2015.",Proceedings of the EuroAsianPacific Joint Conference on Cognitive Science 4th European Conference on Cognitive Science 11th International Conference on Cognitive Science,"Torino, Italy, September 25-27, 2015",,,,,,,,,"Proceedings of the EuroAsianPacific Joint Conference on Cognitive Science / 4th European Conference on Cognitive Science / 11th International Conference on Cognitive Science, Torino, Italy, September 25-27, 2015.",1419,2015,https://dblp.org/db/conf/eapcogsci/eapcogsci2015.html
1460,http://ceur-ws.org/Vol-1420/,1420,BIR-WS 2015,BIR-WS 2015,BIR 2015,Joint Proceedings of the BIR 2015 Workshops and Doctoral Consortium co-located with 14th International Conference on Perspectives in Business Informatics Research (BIR 2015),BIR Workshops and Doctoral Consortium 2015,BIR-WS 2015 BIR Workshops and Doctoral Consortium 2015,"Joint Proceedings of the BIR 2015 Workshops and Doctoral Consortium (BIR-WS 2015), Tartu, Estonia, August 26-28, 2015.",Joint Proceedings of the BIR 2015 Workshops and Doctoral Consortium,"Tartu, Estonia, August 26-28, 2015",http://www.wikidata.org/entity/Q113646084,BIR 2015 Workshops and Doctoral Consortium,http://ceur-ws.org/Vol-1420/,BIR-WS 2015,Estonia,Tartu,2015/8/26 2:00,2015/8/28 2:00,"Joint Proceedings of the BIR 2015 Workshops and Doctoral Consortium co-located with 14th International Conference on Perspectives in Business Informatics Research (BIR 2015), Tartu, Estonia, August 26-28, 2015.",1420,2015,https://dblp.org/db/conf/bir/bir2015w.html
1461,http://ceur-ws.org/Vol-1421/,1421,Social Personalisation & Search 2015,,SIGIR 2015,,,?,"Proceedings of the International Workshop on Social Personalisation & Search (SPS 2015), Santiago de Chile, Chile, August 9-13, 2015.",,,http://www.wikidata.org/entity/Q113646085,International Workshop on Social Personalisation & Search,http://ceur-ws.org/Vol-1421/,SPS 2015,Spain,Santiago de Compostela,2015/8/9 2:00,2015/8/13 2:00,"Proceedings of the International Workshop on Social Personalisation &amp; Search, SPS 2015, co-located with the 38th Annual ACM SIGIR Conference (SIGIR 2015), Santiago de Chile, Chile, August 9-13, 2015.",1421,2015,https://dblp.org/db/conf/sigir/sps2015.html
1462,http://ceur-ws.org/Vol-1422/,1422,Information Technologies - Applications and Theory 2015,ITAT 2015,ITAT 2015,Proceedings ITAT 2015: Information Technologies - Applications and Theory,Information Technologies - Applications and Theory,ITAT 2015 Information Technologies - Applications and Theory,"Proceedings ITAT 2015: Information Technologies - Applications and Theory, iSlovensky Raj, Slovakia, September 17-21, 2015.",Proceedings ITAT 2015: Information Technologies - Applications and Theory,"Slovensky Raj, Slovakia, September 17-21, 2015",http://www.wikidata.org/entity/Q113646086,ITAT 2015: Information Technologies - Applications and Theory,http://ceur-ws.org/Vol-1422/,ITAT 2015,Czech Republic,Ráj,2015/9/17 2:00,2015/9/21 2:00,"Proceedings ITAT 2015: Information Technologies - Applications and Theory, Slovensky Raj, Slovakia, September 17-21, 2015.",1422,2015,https://dblp.org/db/conf/itat/itat2015.html
1463,http://ceur-ws.org/Vol-1423/,1423,Defeasible and Ampliative Reasoning 2015,DARe-15 2015,IJCAI 2015,Proceedings of the International Workshop on Defeasible and Ampliative Reasoning (DARe-15) co-located with the 24th International Joint Conference on Artificial Intelligence (IJCAI 2015),Defeasible and Ampliative Reasoning,DARe-15 2015 Defeasible and Ampliative Reasoning,"Proceedings of the International Workshop on Defeasible and Ampliative Reasoning (DARe-15), Buenos Aires, Argentina, July 27, 2015.",Proceedings of the International Workshop on Defeasible and Ampliative Reasoning,"Buenos Aires, Argentina, July 27, 2015",http://www.wikidata.org/entity/Q113646087,2nd International Workshop on Defeasible and Ampliative Reasoning,http://ceur-ws.org/Vol-1423/,DARe-15 2015,Argentina,Buenos Aires,2015/7/27 2:00,2015/7/27 2:00,"Proceedings of the International Workshop on Defeasible and Ampliative Reasoning, DARe 2015, co-located with the 24th International Joint Conference on Artificial Intelligence (IJCAI 2015), Buenos Aires, Argentina, July 27, 2015.",1423,2015,https://dblp.org/db/conf/ijcai/dare2015.html
1464,http://ceur-ws.org/Vol-1424/,1424,Fuzzy Logic in Artificial Intelligence 2015,FLinAI 2015,IJCAI 2015,Proceedings of the Workshop on Fuzzy Logic in AI (FLinAI-15) co-located with the 24th International Joint Conference on Artificial Intelligence (IJCAI 2015),Fuzzy Logic in Artificial Intelligence,FLinAI 2015 Fuzzy Logic in Artificial Intelligence,"Proceedings of the Workshop on Fuzzy Logic in AI (FLinAI-15), Buenos Aires, Argentina, July 25, 2015.",Proceedings of the Workshop on Fuzzy Logic in AI,"Buenos Aires, Argentina, July 25, 2015",http://www.wikidata.org/entity/Q113646088,Workshop on Fuzzy Logic in AI,http://ceur-ws.org/Vol-1424/,FLinAI 2015,Argentina,Buenos Aires,2015/7/25 2:00,2015/7/25 2:00,"Proceedings of the Workshop on Fuzzy Logic in AI, FLinAI 2015, co-located with the 24th International Joint Conference on Artificial Intelligence (IJCAI 2015), Buenos Aires, Argentina, July 25, 2015.",1424,2015,https://dblp.org/db/conf/ijcai/flinai2015.html
1465,http://ceur-ws.org/Vol-1425/,1425,Advanced Analytics and Learning on Temporal Data 2015,AALTD 2015,ECML PKDD 2015,Proceedings of the 1st International Workshop on Advanced Analytics and Learning on Temporal Data co-located with The European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases (ECML PKDD 2015),Advanced Analytics and Learning on Temporal Data,AALTD 2015 Advanced Analytics and Learning on Temporal Data,"Proceedings of the 1st International Workshop on Advanced Analytics and Learning on Temporal Data (AALTD 2015), Porto, Portugal, September 11, 2015.",Proceedings of the 1st International Workshop on Advanced Analytics and Learning on Temporal Data,"Porto, Portugal, September 11, 2015",http://www.wikidata.org/entity/Q113646089,1st International Workshop on Advanced Analytics and Learning on Temporal Data,http://ceur-ws.org/Vol-1425/,AALTD 2015,Portugal,Porto,2015/9/11 2:00,2015/9/11 2:00,"Proceedings of the 1st International Workshop on Advanced Analytics and Learning on Temporal Data, AALTD 2015, co-located with The European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases (ECML PKDD 2015), Porto, Portugal, September 11, 2015.",1425,2015,https://dblp.org/db/conf/pkdd/aaltd2015.html
1466,http://ceur-ws.org/Vol-1426/,1426,Consuming Linked Data 2015,COLD 2015,ISWC 2105,Proceedings of the 6th International Workshop on Consuming Linked Data co-located with 14th International Semantic Web Conference (ISWC 2105),Consuming Linked Data,COLD 2015Consuming Linked Data,"Proceedings of the 6th International Workshop on Consuming Linked Data (COLD2015), Bethlehem, Pennsylvania, US, October 12th, 2015.",Proceedings of the 6th International Workshop on Consuming Linked Data,"Bethlehem, Pennsylvania, US, October 12th, 2015",http://www.wikidata.org/entity/Q113646090,6th International Workshop on Consuming Linked Data,http://ceur-ws.org/Vol-1426/,COLD 2015,United States of America,Bethlehem,2015/10/12 2:00,2015/10/12 2:00,"Proceedings of the 6th International Workshop on Consuming Linked Data co-located with 14th International Semantic Web Conference (ISWC 2105), Bethlehem, Pennsylvania, USA, October 12th, 2015.",1426,2015,https://dblp.org/db/conf/semweb/cold2015.html
1467,http://ceur-ws.org/Vol-1427/,1427,Balkan Conference on Informatics: Advances in ICT 2015,BCI-AICT 2015,proceedings of conference,Proceedings of the 2015 Balkan Conference on Informatics: Advances in ICT,Balkan Conference on Informatics: Advances in ICT,BCI-AICT 2015 Balkan Conference on Informatics: Advances in ICT,"Proceedings of the 2015 Balkan Conference on Informatics: Advances in ICT (BCI-AICT 2015), Craiova, Romania, September 2-4, 2015.",Proceedings of the 2015 Balkan Conference on Informatics: Advances in ICT,"Craiova, Romania, September 2-4, 2015",,,,,,,,,,,,
1468,http://ceur-ws.org/Vol-1428/,1428,"Workshop on Biomedical Data Mining, Modeling, and Semantic Integration 2015",BDM2I 2015,ISWC 2015,"Proceedings of International Workshop on Biomedical Data Mining, Modeling, and Semantic Integration: A Promising Approach to Solving Unmet Medical Needs (BDM2I2015) co-located with The 14th International Semantic Web Conference (ISWC 2015)","Biomedical Data Mining, Modeling, and Semantic Integration: A Promising Approach to Solving Unmet Medical Needs","BDM2I 2015 Biomedical Data Mining, Modeling, and Semantic Integration: A Promising Approach to Solving Unmet Medical Needs","Proceedings of International Workshop on Biomedical Data Mining, Modeling, and Semantic Integration: A Promising Approach to Solving Unmet Medical Needs (BDM2I 2015), Bethlehem, United States, October 11th, 2015.","Proceedings of International Workshop on Biomedical Data Mining, Modeling, and Semantic Integration: A Promising Approach to Solving Unmet Medical Needs (BDM2I2015)","Bethlehem, United States, October 11th, 2015",http://www.wikidata.org/entity/Q113646093,"International Workshop on Biomedical Data Mining, Modeling, and Semantic Integration: A Promising Approach to Solving Unmet Medical Needs (BDM2I2015)",http://ceur-ws.org/Vol-1428/,BDM2I 2015,United States of America,Bethlehem,2015/10/11 2:00,2015/10/11 2:00,"Proceedings of International Workshop on Biomedical Data Mining, Modeling, and Semantic Integration: A Promising Approach to Solving Unmet Medical Needs (BDM2I2015) co-located with The 14th International Semantic Web Conference (ISWC 2015), Bethlehem, United States, October 11th, 2015.",1428,2015,https://dblp.org/db/conf/semweb/bdm2i2015.html
1469,http://ceur-ws.org/Vol-1429/,1429,CURAC Annual Meeting 2012,CURAC 2012,,Proceedings of the CURAC (Computer- und Roboterassistierte Chirurgie) Annual Meeting,CURAC Annual Meeting,CURAC 2012 CURAC Annual Meeting,"Proceedings of the CURAC (Computer- und Roboterassistierte Chirurgie) Annual Meeting, Düsseldorf, Germany, November 15, 2012.",Proceedings of the CURAC (Computer- und Roboterassistierte Chirurgie) Annual Meeting,"Düsseldorf, Germany, November 15, 2012",http://www.wikidata.org/entity/Q113646094,11th CURAC (Computer- und Roboterassistierte Chirurgie) Annual Meeting,http://ceur-ws.org/Vol-1429/,CURAC 2012,Germany,Düsseldorf,2012/11/15 1:00,2012/11/15 1:00,"11. Jahrestagung der Deutschen Gesellschaft für Computer- und Roboterassistierte Chirurgie, November 15-16, 2012, Düsseldorf, Germany.",1429,2015,https://dblp.org/db/conf/curac/curac2012.html
1470,http://ceur-ws.org/Vol-1430/,1430,What can FCA do for Artificial Intelligence 2015,FCA4AI 2015,IJCAI 2015,"Proceedings of the 4th International Workshop ""What can FCA do for Artificial Intelligence?"" co-located with the International Joint Conference on Artificial Intelligence (IJCAI 2015)",What can FCA do for Artificial Intelligence?,FCA4AI 2015 What can FCA do for Artificial Intelligence?,"Proceedings of the 4th International Workshop ""What can FCA do for Artificial Intelligence?"" (FCA4AI 2015), Buenos Aires, Argentina, July 25, 2015.","Proceedings of the 4th International Workshop ""What can FCA do for Artificial Intelligence?""","Buenos Aires, Argentina, July 25, 2015",http://www.wikidata.org/entity/Q113646095,"4th International Workshop ""What can FCA do for Artificial Intelligence?""",http://ceur-ws.org/Vol-1430/,FCA4AI 2015,Argentina,Buenos Aires,2015/7/25 2:00,2015/7/25 2:00,"Proceedings of the 4th International Workshop ""What can FCA do for Artificial Intelligence?"", FCA4AI 2015, co-located with the International Joint Conference on Artificial Intelligence (IJCAI 2015), Buenos Aires, Argentina, July 25, 2015.",1430,2015,https://dblp.org/db/conf/ijcai/fca4ai2015.html
